origin,destination,is_same_country,measurement_id,probe_id,timestamp,distance_km,rtt_obs_ms,rtt_dir_ms,delta_ms,tier,tier_label,unexplained_inflation,transits_external,external_asns,hop_count
Honduras,El Salvador,False,139851428,7283,1784217873,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784217868,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784217877,539,90.8,7.4,83.4,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784217872,173,30.4,3.7,26.7,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784218768,1180,59.7,13.8,45.9,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784218774,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784218770,2079,51.1,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784218776,539,90.5,7.4,83.1,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784218777,173,30.4,3.7,26.7,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784219677,1180,58.6,13.8,44.8,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784219679,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784219676,2079,51.1,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784219678,539,90.4,7.4,83.1,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784219678,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784220572,1180,59.0,13.8,45.2,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784220567,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784220569,2079,51.9,22.8,29.1,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784220567,539,90.4,7.4,83.0,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784220573,173,30.4,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784221467,1180,58.7,13.8,44.9,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784221480,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784221466,2079,51.9,22.8,29.1,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784221472,539,90.5,7.4,83.1,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784221479,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784222378,1180,58.7,13.8,44.9,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784222370,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784222368,2079,51.9,22.8,29.1,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784222380,539,90.3,7.4,82.9,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784222368,173,30.4,3.7,26.7,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784223279,1180,58.7,13.8,44.9,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784223274,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784223272,2079,51.8,22.8,29.0,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784223266,539,90.3,7.4,82.9,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784223274,173,30.7,3.7,26.9,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784224179,1180,58.7,13.8,44.9,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784224171,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784224171,2079,51.9,22.8,29.1,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784224170,539,57.7,7.4,50.3,intra_sica,Intra-SICA,True,False,,2
Guatemala,El Salvador,False,139851428,7528,1784224173,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784225079,1180,59.0,13.8,45.2,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784225075,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784225069,2079,52.0,22.8,29.2,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784225066,539,92.1,7.4,84.7,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784225072,173,30.4,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784225979,1180,58.4,13.8,44.6,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784225980,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784225969,2079,51.9,22.8,29.1,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784225977,539,90.5,7.4,83.1,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784225969,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784226880,1180,58.7,13.8,44.9,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784226866,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784226877,2079,52.3,22.8,29.5,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784226869,539,90.5,7.4,83.2,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784226874,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784227771,1180,58.9,13.8,45.1,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784227769,239,9.8,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784227771,2079,52.3,22.8,29.6,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784227780,539,90.5,7.4,83.2,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784227768,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784228667,1180,58.4,13.8,44.6,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784228674,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784228678,2079,52.3,22.8,29.5,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784228672,539,90.9,7.4,83.5,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784228666,173,30.4,3.7,26.7,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784229569,1180,58.8,13.8,45.0,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784229572,239,10.0,4.4,5.6,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784229569,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784229575,539,152.1,7.4,144.7,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784229567,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784230476,1180,58.6,13.8,44.8,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784230473,239,9.7,4.4,5.3,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784230472,2079,51.1,22.8,28.3,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784230468,539,276.8,7.4,269.4,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784230477,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784231372,1180,59.8,13.8,45.9,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784231378,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784231368,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784231370,539,89.3,7.4,81.9,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784231372,173,30.5,3.7,26.7,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784232269,1180,59.0,13.8,45.2,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784232276,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784232275,2079,51.3,22.8,28.5,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784232279,539,197.5,7.4,190.1,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784232277,173,30.4,3.7,26.7,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784233178,1180,58.6,13.8,44.8,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784233174,239,9.8,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784233175,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784233176,539,58.2,7.4,50.8,intra_sica,Intra-SICA,True,False,,2
Guatemala,El Salvador,False,139851428,7528,1784233177,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784234069,1180,58.8,13.8,45.0,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784234067,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784234067,2079,51.3,22.8,28.5,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784234072,539,90.1,7.4,82.7,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784234075,173,30.4,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784234972,1180,58.7,13.8,44.9,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784234972,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784234980,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784234968,539,358.8,7.4,351.4,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784234967,173,30.5,3.7,26.8,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784235875,1180,58.9,13.8,45.1,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784235872,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784235868,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784235880,539,239.6,7.4,232.2,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784235877,173,30.4,3.7,26.7,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784236772,1180,59.2,13.8,45.4,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784236771,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784236772,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784236776,539,87.2,7.4,79.8,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784236776,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784237676,1180,58.7,13.8,44.8,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784237666,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784237678,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784237667,539,360.5,7.4,353.1,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784237669,173,30.5,3.7,26.8,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784238573,1180,58.7,13.8,44.9,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784238573,239,9.7,4.4,5.3,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784238580,2079,51.1,22.8,28.3,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784238572,539,207.7,7.4,200.3,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784238575,173,30.3,3.7,26.5,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784239469,1180,58.6,13.8,44.8,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784239471,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784239478,2079,51.4,22.8,28.6,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784239471,539,87.5,7.4,80.1,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784239466,173,30.4,3.7,26.7,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784240365,1180,58.1,13.8,44.3,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784240374,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784240380,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784240371,539,87.1,7.4,79.8,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784240372,173,30.4,3.7,26.7,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784241272,1180,58.7,13.8,44.8,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784241280,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Costa Rica,El Salvador,False,139851428,7510,1784241272,539,90.3,7.4,82.9,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784241275,173,30.4,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784242171,1180,58.4,13.8,44.6,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784242179,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784242175,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784242174,539,58.2,7.4,50.8,intra_sica,Intra-SICA,True,False,,2
Guatemala,El Salvador,False,139851428,7528,1784242172,173,30.4,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784243074,1180,66.3,13.8,52.4,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784243073,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784243066,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784243069,539,219.2,7.4,211.8,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784243072,173,30.4,3.7,26.7,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784243971,1180,59.0,13.8,45.2,physical_exit,Salida física confirmada,False,True,23520;12956,15
Honduras,El Salvador,False,139851428,7283,1784243967,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784243980,2079,51.1,22.8,28.3,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784243980,539,281.5,7.4,274.1,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784243979,173,33.0,3.7,29.3,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784244866,1180,58.3,13.8,44.5,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784244878,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784244876,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784244878,539,304.0,7.4,296.6,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784244873,173,30.5,3.7,26.8,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784245770,1180,59.8,13.8,46.0,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784245766,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784245766,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784245769,539,87.1,7.4,79.7,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784245780,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784246674,1180,61.5,13.8,47.7,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784246671,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784246673,2079,51.3,22.8,28.5,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784246680,539,220.1,7.4,212.7,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784246679,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784247567,1180,58.2,13.8,44.4,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784247572,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784247567,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784247575,539,87.0,7.4,79.7,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784247579,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784248469,1180,58.8,13.8,45.0,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784248473,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784248469,2079,51.3,22.8,28.5,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784248479,539,301.8,7.4,294.4,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784248473,173,30.4,3.7,26.7,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784249371,1180,58.7,13.8,44.9,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784249373,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784249366,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784249369,539,302.0,7.4,294.6,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784249366,173,30.4,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784250270,1180,59.3,13.8,45.5,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784250275,239,9.8,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784250269,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784250273,539,306.5,7.4,299.1,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784250274,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784251168,1180,59.0,13.8,45.2,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784251179,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784251179,2079,51.1,22.8,28.3,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784251167,539,307.9,7.4,300.5,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784251174,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784252071,1180,59.2,13.8,45.4,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784252071,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784252067,2079,51.3,22.8,28.5,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784252074,539,301.4,7.4,294.0,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784252073,173,30.6,3.7,26.8,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784252975,1180,58.3,13.8,44.5,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784252971,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784252970,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784252967,539,293.4,7.4,286.0,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784252971,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784253867,1180,59.1,13.8,45.3,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784253879,239,9.8,4.4,5.4,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784253873,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784253872,539,125.6,7.4,118.2,intra_sica,Intra-SICA,True,False,,255
Guatemala,El Salvador,False,139851428,7528,1784253869,173,30.3,3.7,26.6,physical_exit,Salida física confirmada,False,True,174;12956,13
Panama,El Salvador,False,139851428,7104,1784254771,1180,59.1,13.8,45.3,physical_exit,Salida física confirmada,False,True,23520;12956,14
Honduras,El Salvador,False,139851428,7283,1784254766,239,9.9,4.4,5.5,external_regional,ASN externo (tránsito regional),False,True,23520;12956,9
Republica Dominicana,El Salvador,False,139851428,7390,1784254775,2079,51.2,22.8,28.4,external_regional,ASN externo (tránsito regional),False,True,174;12956,13
Costa Rica,El Salvador,False,139851428,7510,1784254768,539,57.9,7.4,50.5,intra_sica,Intra-SICA,True,False,,2
